# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Candida_tenuis@Seq_736	chebi:16982;chebi:57540	18.4440;18.2115
r_2072_7	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	Candida_tenuis@Seq_4784	chebi:57926	2.0517
r_2094_fwd					Candida_tenuis@Seq_180	
r_2094_rvs					Candida_tenuis@Seq_180	
r_2105_fwd	MNXM737068	xylitol	xylitol	OC[C@H](O)[C@@H](O)[C@H](O)CO	Candida_tenuis@Seq_820	chebi:17151	7.2562
r_2105_rvs	MNXM737068	xylitol	xylitol	OC[C@H](O)[C@@H](O)[C@H](O)CO	Candida_tenuis@Seq_820	chebi:17151	7.2562
r_2107_1_fwd	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Candida_tenuis@Seq_1471	chebi:18252	0.5549
r_2107_1_rvs	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Candida_tenuis@Seq_1471	chebi:18252	0.5549
r_2107_2_fwd	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Candida_tenuis@Seq_3895	chebi:18252	0.2826
r_2107_2_rvs	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Candida_tenuis@Seq_3895	chebi:18252	0.2826
r_2107_3_fwd	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Candida_tenuis@Seq_4101	chebi:18252	0.5440
r_2107_3_rvs	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Candida_tenuis@Seq_4101	chebi:18252	0.5440
r_2190_1_fwd	MNXM458	butyrate	butanoate	CCCC([O-])=O	Candida_tenuis@Seq_3806	chebi:17968	0.3715
r_2190_1_rvs	MNXM458	butyrate	butanoate	CCCC([O-])=O	Candida_tenuis@Seq_3806	chebi:17968	0.3715
r_2190_2_fwd	MNXM458	butyrate	butanoate	CCCC([O-])=O	Candida_tenuis@Seq_4646	chebi:17968	1.3961
r_2190_2_rvs	MNXM458	butyrate	butanoate	CCCC([O-])=O	Candida_tenuis@Seq_4646	chebi:17968	1.3961
r_2190_3_fwd	MNXM458	butyrate	butanoate	CCCC([O-])=O	Candida_tenuis@Seq_973	chebi:17968	4.5930
r_2190_3_rvs	MNXM458	butyrate	butanoate	CCCC([O-])=O	Candida_tenuis@Seq_973	chebi:17968	4.5930
r_2191_1_fwd	MNXM1653	hexanoate	hexanoate	CCCCCC([O-])=O	Candida_tenuis@Seq_3806	chebi:17120	0.2805
r_2191_1_rvs	MNXM1653	hexanoate	hexanoate	CCCCCC([O-])=O	Candida_tenuis@Seq_3806	chebi:17120	0.2805
r_2191_2_fwd	MNXM1653	hexanoate	hexanoate	CCCCCC([O-])=O	Candida_tenuis@Seq_4646	chebi:17120	0.6672
r_2191_2_rvs	MNXM1653	hexanoate	hexanoate	CCCCCC([O-])=O	Candida_tenuis@Seq_4646	chebi:17120	0.6672
r_2191_3_fwd	MNXM1653	hexanoate	hexanoate	CCCCCC([O-])=O	Candida_tenuis@Seq_973	chebi:17120	4.5574
r_2191_3_rvs	MNXM1653	hexanoate	hexanoate	CCCCCC([O-])=O	Candida_tenuis@Seq_973	chebi:17120	4.5574
r_2231_fwd	MNXM727011	oleate	(9Z)-octadecenoate	CCCCCCCC\C=C/CCCCCCCC([O-])=O	Candida_tenuis@Seq_1627;Candida_tenuis@Seq_3968	chebi:30823	2.4327,0.6621
r_2231_rvs	MNXM727011	oleate	(9Z)-octadecenoate	CCCCCCCC\C=C/CCCCCCCC([O-])=O	Candida_tenuis@Seq_1627;Candida_tenuis@Seq_3968	chebi:30823	2.4327,0.6621
r_3526_fwd					Candida_tenuis@Seq_180	
r_3526_rvs					Candida_tenuis@Seq_180	
r_3545_1_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_1150	chebi:33384	2.2890
r_3545_1_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_1150	chebi:33384	2.2890
r_3545_2_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_1217	chebi:33384	1.5863
r_3545_2_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_1217	chebi:33384	1.5863
r_3545_3_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_2225	chebi:33384	2.3911
r_3545_3_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_2225	chebi:33384	2.3911
r_3545_4_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_2505	chebi:33384	1.7411
r_3545_4_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_2505	chebi:33384	1.7411
r_3545_5_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_286	chebi:33384	2.2634
r_3545_5_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_286	chebi:33384	2.2634
r_3545_6_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_3251	chebi:33384	4.3316
r_3545_6_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_3251	chebi:33384	4.3316
r_3545_7_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_4784	chebi:33384	2.3120
r_3545_7_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	Candida_tenuis@Seq_4784	chebi:33384	2.3120
r_3604_fwd					Candida_tenuis@Seq_180	
r_3604_rvs					Candida_tenuis@Seq_180	
r_3605_1_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_140	chebi:43474	0.0332
r_3605_1_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_140	chebi:43474	0.0332
r_3605_2_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_3368	chebi:43474	1.2821
r_3605_2_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_3368	chebi:43474	1.2821
r_3605_3_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_4330	chebi:43474	12.5084
r_3605_3_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_4330	chebi:43474	12.5084
r_3606_fwd	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	Candida_tenuis@Seq_1357	chebi:16870	58.0550
r_3606_rvs	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	Candida_tenuis@Seq_1357	chebi:16870	58.0550
r_3607_fwd	MNXM1517	1-(sn-glycero-3-phospho)-1D-myo-inositol	sn-glycero-3-phospho-1D-myo-inositol	OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	Candida_tenuis@Seq_1357	chebi:58444	25.6030
r_3607_rvs	MNXM1517	1-(sn-glycero-3-phospho)-1D-myo-inositol	sn-glycero-3-phospho-1D-myo-inositol	OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	Candida_tenuis@Seq_1357	chebi:58444	25.6030
r_3649_1_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_140	chebi:43474	0.0332
r_3649_1_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_140	chebi:43474	0.0332
r_3649_2_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_3368	chebi:43474	1.2821
r_3649_2_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	Candida_tenuis@Seq_3368	chebi:43474	1.2821
r_3680_fwd	MNXM727276	coenzyme A	CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	Candida_tenuis@Seq_1323	chebi:57287	52.6655
r_3680_rvs	MNXM727276	coenzyme A	CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	Candida_tenuis@Seq_1323	chebi:57287	52.6655
r_3813_1_fwd	MNXM78605	phosphatidyl-L-serine (1-16:0, 2-16:1)	PS(16:0/16:1(9Z))	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_815	chebi:89824	2.9441
r_3813_1_rvs	MNXM78605	phosphatidyl-L-serine (1-16:0, 2-16:1)	PS(16:0/16:1(9Z))	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_815	chebi:89824	2.9441
r_3813_2_fwd	MNXM78605	phosphatidyl-L-serine (1-16:0, 2-16:1)	PS(16:0/16:1(9Z))	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_141	chebi:89824	3.7433
r_3813_2_rvs	MNXM78605	phosphatidyl-L-serine (1-16:0, 2-16:1)	PS(16:0/16:1(9Z))	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_141	chebi:89824	3.7433
r_3814_1_fwd	UNK:s_3110_s_3131_s_3149_s_3167_s_3480	phosphatidyl-L-serine (1-16:1, 2-16:1)			Candida_tenuis@Seq_815	
r_3814_1_rvs	UNK:s_3110_s_3131_s_3149_s_3167_s_3480	phosphatidyl-L-serine (1-16:1, 2-16:1)			Candida_tenuis@Seq_815	
r_3814_2_fwd	UNK:s_3110_s_3131_s_3149_s_3167_s_3480	phosphatidyl-L-serine (1-16:1, 2-16:1)			Candida_tenuis@Seq_141	
r_3814_2_rvs	UNK:s_3110_s_3131_s_3149_s_3167_s_3480	phosphatidyl-L-serine (1-16:1, 2-16:1)			Candida_tenuis@Seq_141	
r_3815_1_fwd	MNXM78765	phosphatidyl-L-serine (1-18:0, 2-16:1)	PS(18:0/16:1(9Z))	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_815	chebi:90036	2.8702
r_3815_1_rvs	MNXM78765	phosphatidyl-L-serine (1-18:0, 2-16:1)	PS(18:0/16:1(9Z))	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_815	chebi:90036	2.8702
r_3815_2_fwd	MNXM78765	phosphatidyl-L-serine (1-18:0, 2-16:1)	PS(18:0/16:1(9Z))	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_141	chebi:90036	3.6617
r_3815_2_rvs	MNXM78765	phosphatidyl-L-serine (1-18:0, 2-16:1)	PS(18:0/16:1(9Z))	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_141	chebi:90036	3.6617
r_3816_1_fwd	MNXM78797	phosphatidyl-L-serine (1-18:1, 2-16:1)	1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_815	chebi:74901	3.2858
r_3816_1_rvs	MNXM78797	phosphatidyl-L-serine (1-18:1, 2-16:1)	1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_815	chebi:74901	3.2858
r_3816_2_fwd	MNXM78797	phosphatidyl-L-serine (1-18:1, 2-16:1)	1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_141	chebi:74901	4.1169
r_3816_2_rvs	MNXM78797	phosphatidyl-L-serine (1-18:1, 2-16:1)	1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_141	chebi:74901	4.1169
r_3817_1_fwd	MNXM680894	phosphatidyl-L-serine (1-16:0, 2-18:1)	phosphatidylserine 16:0/18:1	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_815	chebi:134541	#
r_3817_1_rvs	MNXM680894	phosphatidyl-L-serine (1-16:0, 2-18:1)	phosphatidylserine 16:0/18:1	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_815	chebi:134541	#
r_3817_2_fwd	MNXM680894	phosphatidyl-L-serine (1-16:0, 2-18:1)	phosphatidylserine 16:0/18:1	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_141	chebi:134541	#
r_3817_2_rvs	MNXM680894	phosphatidyl-L-serine (1-16:0, 2-18:1)	phosphatidylserine 16:0/18:1	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_141	chebi:134541	#
r_3818_1_fwd	MNXM78642	phosphatidyl-L-serine (1-16:1, 2-18:1)	PS(16:1(9Z)/18:1(9Z))	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@H](N)C(O)=O	Candida_tenuis@Seq_815	chebi:90032	3.3455
r_3818_1_rvs	MNXM78642	phosphatidyl-L-serine (1-16:1, 2-18:1)	PS(16:1(9Z)/18:1(9Z))	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@H](N)C(O)=O	Candida_tenuis@Seq_815	chebi:90032	3.3455
r_3818_2_fwd	MNXM78642	phosphatidyl-L-serine (1-16:1, 2-18:1)	PS(16:1(9Z)/18:1(9Z))	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@H](N)C(O)=O	Candida_tenuis@Seq_141	chebi:90032	4.1945
r_3818_2_rvs	MNXM78642	phosphatidyl-L-serine (1-16:1, 2-18:1)	PS(16:1(9Z)/18:1(9Z))	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@H](N)C(O)=O	Candida_tenuis@Seq_141	chebi:90032	4.1945
r_3819_1_fwd	MNXM680500	phosphatidyl-L-serine (1-18:0, 2-18:1)	phosphatidylserine(18:0/18:1)	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_815	chebi:90433	#
r_3819_1_rvs	MNXM680500	phosphatidyl-L-serine (1-18:0, 2-18:1)	phosphatidylserine(18:0/18:1)	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_815	chebi:90433	#
r_3819_2_fwd	MNXM680500	phosphatidyl-L-serine (1-18:0, 2-18:1)	phosphatidylserine(18:0/18:1)	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_141	chebi:90433	#
r_3819_2_rvs	MNXM680500	phosphatidyl-L-serine (1-18:0, 2-18:1)	phosphatidylserine(18:0/18:1)	N[C@@H](COP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O)C(O)=O	Candida_tenuis@Seq_141	chebi:90433	#
r_3820_1_fwd	MNXM32173	phosphatidyl-L-serine (1-18:1, 2-18:1)	1,2-di-(9Z)-octadecenoyl-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCCCC	Candida_tenuis@Seq_815	chebi:74905	3.1978
r_3820_1_rvs	MNXM32173	phosphatidyl-L-serine (1-18:1, 2-18:1)	1,2-di-(9Z)-octadecenoyl-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCCCC	Candida_tenuis@Seq_815	chebi:74905	3.1978
r_3820_2_fwd	MNXM32173	phosphatidyl-L-serine (1-18:1, 2-18:1)	1,2-di-(9Z)-octadecenoyl-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCCCC	Candida_tenuis@Seq_141	chebi:74905	4.0116
r_3820_2_rvs	MNXM32173	phosphatidyl-L-serine (1-18:1, 2-18:1)	1,2-di-(9Z)-octadecenoyl-sn-glycero-3-phospho-L-serine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCCCC	Candida_tenuis@Seq_141	chebi:74905	4.0116
r_3821_1_fwd	MNXM588855	phosphatidylethanolamine (1-16:0, 2-16:1)	phosphatidylethanolamine (16:0/16:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:136147	#
r_3821_1_rvs	MNXM588855	phosphatidylethanolamine (1-16:0, 2-16:1)	phosphatidylethanolamine (16:0/16:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:136147	#
r_3821_2_fwd	MNXM588855	phosphatidylethanolamine (1-16:0, 2-16:1)	phosphatidylethanolamine (16:0/16:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:136147	#
r_3821_2_rvs	MNXM588855	phosphatidylethanolamine (1-16:0, 2-16:1)	phosphatidylethanolamine (16:0/16:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:136147	#
r_3822_1_fwd	MNXM739593	phosphatidylethanolamine (1-16:1, 2-16:1)	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_102	chebi:138145	8.4438
r_3822_1_rvs	MNXM739593	phosphatidylethanolamine (1-16:1, 2-16:1)	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_102	chebi:138145	8.4438
r_3822_2_fwd	MNXM739593	phosphatidylethanolamine (1-16:1, 2-16:1)	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_454	chebi:138145	10.9180
r_3822_2_rvs	MNXM739593	phosphatidylethanolamine (1-16:1, 2-16:1)	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_454	chebi:138145	10.9180
r_3823_1_fwd	MNXM588866	phosphatidylethanolamine (1-18:0, 2-16:1)	phosphatidylethanolamine (16:1/18:0)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:136155	#
r_3823_1_rvs	MNXM588866	phosphatidylethanolamine (1-18:0, 2-16:1)	phosphatidylethanolamine (16:1/18:0)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:136155	#
r_3823_2_fwd	MNXM588866	phosphatidylethanolamine (1-18:0, 2-16:1)	phosphatidylethanolamine (16:1/18:0)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:136155	#
r_3823_2_rvs	MNXM588866	phosphatidylethanolamine (1-18:0, 2-16:1)	phosphatidylethanolamine (16:1/18:0)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:136155	#
r_3824_1_fwd	MNXM71684	phosphatidylethanolamine (1-18:1, 2-16:1)	1-(9Z)-octadecenoyl-2-(9Z)-hexadecenoyl-sn-glycero-3-phosphoethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_102	chebi:78810	8.3908
r_3824_1_rvs	MNXM71684	phosphatidylethanolamine (1-18:1, 2-16:1)	1-(9Z)-octadecenoyl-2-(9Z)-hexadecenoyl-sn-glycero-3-phosphoethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_102	chebi:78810	8.3908
r_3824_2_fwd	MNXM71684	phosphatidylethanolamine (1-18:1, 2-16:1)	1-(9Z)-octadecenoyl-2-(9Z)-hexadecenoyl-sn-glycero-3-phosphoethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_454	chebi:78810	10.8494
r_3824_2_rvs	MNXM71684	phosphatidylethanolamine (1-18:1, 2-16:1)	1-(9Z)-octadecenoyl-2-(9Z)-hexadecenoyl-sn-glycero-3-phosphoethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Candida_tenuis@Seq_454	chebi:78810	10.8494
r_3825_1_fwd	MNXM588857	phosphatidylethanolamine (1-16:0, 2-18:1)	phosphatidylethanolamine (16:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:136148	#
r_3825_1_rvs	MNXM588857	phosphatidylethanolamine (1-16:0, 2-18:1)	phosphatidylethanolamine (16:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:136148	#
r_3825_2_fwd	MNXM588857	phosphatidylethanolamine (1-16:0, 2-18:1)	phosphatidylethanolamine (16:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:136148	#
r_3825_2_rvs	MNXM588857	phosphatidylethanolamine (1-16:0, 2-18:1)	phosphatidylethanolamine (16:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:136148	#
r_3826_1_fwd	MNXM611809	phosphatidylethanolamine (1-16:1, 2-18:1)	phosphatidylethanolamine (16:1/18:1)	NCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:90464	#
r_3826_1_rvs	MNXM611809	phosphatidylethanolamine (1-16:1, 2-18:1)	phosphatidylethanolamine (16:1/18:1)	NCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:90464	#
r_3826_2_fwd	MNXM611809	phosphatidylethanolamine (1-16:1, 2-18:1)	phosphatidylethanolamine (16:1/18:1)	NCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:90464	#
r_3826_2_rvs	MNXM611809	phosphatidylethanolamine (1-16:1, 2-18:1)	phosphatidylethanolamine (16:1/18:1)	NCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O	Candida_tenuis@Seq_454	chebi:90464	#
r_3827_1_fwd	MNXM588872	phosphatidylethanolamine (1-18:0, 2-18:1)	phosphatidylethanolamine (18:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Candida_tenuis@Seq_102	chebi:136162	#
